1	file	-1	-1	Holidays	1
1	file	-1	-1	Rites of Passage	2
1	file	-1	-1	Groups/Social Customs	3
1	file	-1	-1	New Year's	1.1
1	file	-1	-1	Gifts Left	1.1.1
2	item	6	13	Use vitamin E capsules to cure warts.                       	1.W.1.73	1
2	item	6	13	Wish or hate warts away	1.W.1.74	4
2	item	6	13	Rub warts with chicken gizzard	1.W.1.75	1
2	item	6	13	Collect charcoal on glass, run onto warts.                       	1.W.1.76	1
2	item	6	13	Must kill frog or toad to cure warts.                       	1.W.1.77	2
2	item	6	13	Rub wart with meat and in some cases bury the                          meat too	1.W.1.78	3
2	item	6	13	Rub wart with pork rind then bury pork rind.                       	1.W.1.79	1
2	item	6	13	Charm away warts with gold wedding ring.                       	1.W.1.80	1
2	item	6	13	Put hand in paper bag	1.W.1.81	1
2	item	6	13	Put masking tape on wart	1.W.1.82	2
2	item	6	13	Cut onion in half, rub warts, then bury                          onion	1.W.1.83	1
2	item	6	13	Raw sour kraut will cure warts	1.W.1.84	1
2	item	6	13	Indian ointment will cure warts	1.W.1.85	1
2	item	6	13	If one touches someone else's warts, person                          will get warts	1.W.1.86	1
2	item	6	13	Must dig out wart seeds with needle.                       	1.W.1.87	1
2	item	6	13	Spitting on a person causes warts.                       	1.W.1.88	1
2	item	6	13	Mud packs will get rid of warts	1.W.1.89	1
2	item	6	13	Walk barefoot through fresh cow manure.                       	1.W.1.90	1
2	item	6	13	Tie a knot for each wart in a piece of string, then put the string                           under the eaves of the house, once it rots the warts will disappear	1.W.1.91	1
2	item	6	13	Cut as many notches in a stick as you have warts, then bury the stick	1.W.1.92	1
2	item	6	13	Warts can be moved from one person to another, but never removed again                           after the transfer	1.W.1.93	1
2	item	6	13	Warts can be removed by charmer but cannot be charged for	1.W.1.94	1
2	item	6	13	Warts can be cured if certain eye contact (or no eye contact) is made.  	1.W.1.95	2
2	item	6	13	Wart can be removed is a clove of garlic is directly applied to it	1.W.1.96	2
2	item	6	14	Miscellaneous wart cures	1.W.1.0	16
2	file	6	15	Whooping Cough	1.W.2
2	item	6	15	Thin leather strap around a child's neck                          prevents severe case of whooping cough	1.W.2.1	1
2	item	6	15	Gargle with coal oil to cure whooping cough.                       	1.W.2.2	1
2	item	6	15	Kill cat and put skin on chest to cure                          whooping cough	1.W.2.3	1
2	item	6	15	Use goose grease and molasses to cure                          whooping cough	1.W.2.4	1
2	item	6	15	Mare's milk cures whooping cough.                       	1.W.2.5	1
2	file	6	16	Worms	1.W.3
2	item	6	16	Kill pin worms by drinking brandy.                       	1.W.3.1	1
2	item	6	16	Feed children a mixture of hair and sugar to                          rid them of worms	1.W.3.2	2
2	item	6	16	Ingesting a mixture of sugar and turpentine                          kills the worms	1.W.3.3	4
2	item	6	16	Turpentine on pillow at night and eating raw                          carrots cures pin worms	1.W.3.4	1
2	item	6	16	Powdered egg shells mixed with honey and                          ingested rids one of pin worms	1.W.3.5	2
2	item	6	16	Garlic is good to rid one of worms.                       	1.W.3.6	1
2	item	6	16	Fast for two days then inhale the vapors from                          hot milk to draw out tapeworms	1.W.3.7	1
2	item	6	16	Eat honey and hair to cure tape worm.                       	1.W.3.8	1
2	item	6	16	Drink tea stewed from sage brush.                       	1.W.3.9	2
2	item	6	16	You will get worms from cookie dough.                       	1.W.3.10	1
2	item	6	16	To get rid of tapeworms hold a glass of milk in front of your mouth.                       	1.W.3.11	1
2	item	6	16	Take worm tablets to be cured of worms.                       	1.W.3.12	1
2	file	6	17	Wounds	1.W.4
2	item	6	17	Pine gum will heal even grievous wounds.                       	1.W.4.1	1
2	item	6	17	Use feathers of a night heron to close a cut.                       	1.W.4.2	1
2	item	6	17	Raw bacon used to draw out infection from a                          wound	1.W.4.3	1
2	item	6	17	Rub warm olive oil on puncture wound.                       	1.W.4.4	1
2	item	6	17	Fat and a copper penny applied to bottom of                          foot for puncture wound	1.W.4.5	1
2	item	6	17	Spider web will stop a bleeding wound.                       	1.W.4.6	2
2	item	6	17	Let a dog lick wounds to heal them faster.                       	1.W.4.7	1
2	item	6	17	Use salt pork or hot bread and milk poultice                          to heal wounds	1.W.4.8	1
2	item	6	17	Use ashes to heal wounds	1.W.4.9	1
2	item	6	17	Use bacon grease for wounds	1.W.4.10	1
2	item	6	17	Tobacco and cobwebs for wounds	1.W.4.11	1
2	item	6	17	Use bread and milk for festered wounds	1.W.4.12	1
2	item	6	17	Use fat for wounds or splinters	1.W.4.13	1
2	item	6	17	Smear fresh pitch pine and melted sheep tallow on wound then cover with bandage.  	1.W.4.14	1
2	file	6	18	Miscellaneous	1.0
2	item	6	18	Use lobelia as an antiseptic	1.0.1	1
2	item	6	18	Use rice water for "summer complaint."                       	1.0.2	1
2	item	6	18	Drawing out salves	1.0.3	5
2	item	6	18	Remedy for sore and inflamed areas on skin.                       	1.0.4	1
2	item	6	18	Use bread and butter or bread and milk as a                          poultice	1.0.5	1
2	item	6	18	Use lemon for sinus problems	1.0.6	1
2	item	6	18	Dilated anus exposed to running water acts as                          an enema	1.0.7	1
2	item	6	18	Directions for mustard plaster	1.0.8	5
2	item	6	18	Burn sulfur to drive ailments away.                       	1.0.9	1
2	item	6	18	Vinegar and honey in water as a general                          cure-all	1.0.10	1
2	item	6	18	Brandy or whiskey for aiding various                          complaints	1.0.11	2
2	item	6	18	Use comfrey in a variety of ways for a                          variety of purposes	1.0.12	1
2	item	6	18	Use yellow dock, dandelion, burdock, lobelia                          to relax any contraction	1.0.13	1
2	item	6	18	Monkshood or aconite have a variety of                          remedial uses	1.0.14	1
2	item	6	18	Udder salve is a general cure-all.                       	1.0.15	1
2	item	6	18	Cali herb tea and warm bath as a general                          cure-all	1.0.16	1
2	item	6	18	Sage tea can be used as a cure-all.                       	1.0.17	4
2	item	6	18	Asafetida used as remedy or disease                          repellant	1.0.18	5
2	item	6	18	Chaparral used in bath as cure-all.                       	1.0.19	1
2	item	6	18	Bags of herbs should be worn around neck to                          ward off disease and evil spirits causing disease	1.0.20	1
2	item	6	18.1	For any sickness, take a laxative.                       	1.0.21	1
2	item	6	18.1	Purposeful bleeding of a person believed to                          aid any illness	1.0.22	1
2	item	6	18.1	Mullein may cure various health problems.                       	1.0.23	1
2	item	6	18.1	Golden seal is a cure-all	1.0.24	1
2	item	6	18.1	Various tea as a cure-all in old age.                       	1.0.25	4
2	item	6	18.1	"Quartering" rubs ointment into raw skin for                          faster absorption. (Cambodian) 	1.0.26	1
2	item	6	18.1	Water from Nile river as a cure-all.                       	1.0.27	1
2	item	6	18.1	Molasses and sulfur in the Spring to clean                          out the system	1.0.28	1
2	item	6	18.1	Yarrow as a general tonic	1.0.29	1
2	item	6	18.1	Spoonful of honey helps a person to fall                          asleep	1.0.30	1
2	item	6	18.1	Camphor, turpentine, and vinegar solution as                          a general application	1.0.31	1
2	item	6	18.1	Warm water, sugar, and moonshine used for                          medicinal purposes and as a sleeping aid	1.0.32	1
2	item	6	18.1	Deer liver will cure almost anything.                       	1.0.33	1
2	item	6	18.1	People that sleep with their windows open are                          healthier and live longer	1.0.34	1
2	item	6	18.1	Eat rhubarb, dandelion greens, or pig weed                          for better health	1.0.35	2
2	item	6	18.1	Drink alfalfa juice for good health.                       	1.0.36	1
2	item	6	18.1	Eat an ice cream cone everyday to avoid                          illness	1.0.37	1
2	item	6	18.1	Put suet (pig fat) around neck to keep                          sickness away	1.0.38	1
2	item	6	18.1	Eat a slice of bread to take care of fish                          bone	1.0.39	1
2	item	6	18.1	Touching door knobs spread mono	1.0.40	1
2	item	6	18.1	Use burnt flour for baby powder	1.0.41	1
2	item	6	18.1	Sniff hot salt water into nose to clear up                          sinus infection	1.0.42	1
2	item	6	18.1	Boil onions to clear home of germs.                       	1.0.43	1
2	item	6	18.1	Drink lots of water to avoid sickness.                       	1.0.44	1
2	item	6	18.1	Drinking water during meals is considered                          unhealthy	1.0.45	1
2	item	6	18.1	A person will become ill if s/he eats rhubarb                          and milk at the same meal	1.0.46	1
2	item	6	18.1	Consecrated olive oil will heal any illness.                       	1.0.47	1
2	item	6	18.1	Epsom salt will cure all diseases.                       	1.0.48	1
2	item	6	18.1	Corn, cucumbers, and cabbage fed to children                          will cause sickness like spinal meningitis	1.0.49	1
2	item	6	18.1	Cherries or cherry juice will cure all                          diseases	1.0.50	3
2	item	6	18.1	An onion poultice will cure all diseases.                       	1.0.51	1
2	item	6	18.1	For ley, wash out mouth with vinegar or lemon                          then drink milk	1.0.52	1
2	item	6	18.1	Scaring someone will cause Parkinson's                          disease	1.0.53	1
2	item	6	18.1	Eating yogurt is a universal cure-all.                       	1.0.54	1
2	item	6	18.1	Recipe for "Witch's Brew"-different                          variations for different ailments	1.0.55	1
2	item	6	18.2	To cure hickeys, rub with penny	1.0.56	1
2	item	6	18.2	To cure chapped hands or feet use either                          mutton tallow or milk	1.0.57	4
2	item	6	18.2	To cure fallen arches, wear tight leather                          band around wrist	1.0.58	1
2	item	6	18.2	To prevent charlie horses, tie twine strings                          around the calves of your legs	1.0.59	1
2	item	6	18.2	Drink Blue Nun to sleep well	1.0.60	1
2	item	6	18.2	Drink 6-8 oz straight lemon juice after                          fasting 24 hours to kill parasites	1.0.61	1
2	item	6	18.2	If a dog or cat comes into the room of a sick                          person, the person will not recover	1.0.62	1
2	item	6	18.2	You can get VD (STD) if you sit on public                          restroom toilet	1.0.63	1
2	item	6	18.2	How to cure a cowboy from smoking	1.0.64	1
2	item	6	18.2	Smoking is good because it makes you cough out all the foreign matter in your lungs	1.0.65	1
2	item	6	18.2	Put red pepper on thumbs to stop thumb sucking	1.0.66	1
2	item	6	18.2	Cayenne pepper on the tongue will cure a child from swearing	1.0.67	1
2	item	6	18.2	Hickeys can be rid of by rubbing a cold spoon over it	1.0.68	1
2	item	6	18.2	Ginger helps relieve motion sickness	1.0.69	1
2	item	6	18.2	Remedy for streptococcus infection	1.0.70	1
2	item	6	18.2	Ipecac and Dovers Powders used for gastro intestinal complaints	1.0.71	1
2	item	6	18.2	Drink the tea made by bailing an old boat for Lumbago	1.0.72	1
2	item	6	18.2	Use turpentine for chappiness	1.0.73	1
2	item	6	18.2	Use egg shell membrane for chapped lips	1.0.74	1
2	item	6	18.2	When baby has cramps, give fennel tea	1.0.75	1
2	item	6	18.2	Put wound in kerosene	1.0.76	1
2	item	6	18.2	Use salt water on cuts and injuries	1.0.77	1
2	item	6	18.2	Give Possett to sick person (recipe included)	1.0.78	1
2	item	6	18.2	Olive oil, camphor, turpentine, and castor oil as medicine	1.0.79	1
2	item	6	18.3	Taking "Happy Hour" with the sick person	1.0.80	1
2	item	6	18.3	Cod liver for maintenance of vitamin level.  	1.0.81	1
2	item	6	18.3	Pine gum salve is a cure-all.  	1.0.82	1
2	item	6	18.3	Flax seed is a cure-all.  	1.0.83	1
2	item	6	18.3	Take two chickens and lay their insides on the sick persons chest and stomach and it will make her better.  	1.0.84	1
2	item	6	18.3	Herbs used as cure-all.   	1.0.85	1
2	item	6	18.3	Fumigate house with coal and sulfur to get rid of germs	1.0.86	1
2	item	6	18.3	Put bar of soap under bed when you fall asleep keeps leg cramps away during the night	1.0.87	1
2	file	7	1	Age	2.1
2	item	7	1	Never eat at the nursing home to prevent aging	2.1.1	1
2	file	7	2	Ankles	2.2
2	file	7	3	Arms	2.3
2	file	7	4	Breasts	2.4
2	item	7	4	Sleeping on stomach causes chest to go flat.                       	2.4.1	1
2	item	7	4	Running up and down stairs without a bra                          causes breasts to get bigger	2.4.2	1
2	item	7	4	If you wear a bra to bed, it will help your boobs to grow bigger	2.4.3	1
2	item	7	4	Eating a lot of carrots will help your boobs grow bigger	2.4.4	1
2	file	7	5	Buttocks	2.5
2	file	7	6	Cheeks	2.6
2	item	7	6	Eating crust of burnt toast gives you rosy                          cheeks	2.6.1	1
2	item	7	6	If you have freckles you should wash your face with dew on the first of May	2.6.2	1
2	file	7	7	Chest	2.7
2	file	7	8	Chin	2.8
2	file	7	9	Ears	2.9
2	item	7	9	Large ears are a sign of good fortune.                       	2.9.1	1
2	item	7	9	Large ears means someone will live to an old                          age	2.9.2	1
2	file	7	10	Eyes	2.10
2	file	7	11	Eyebrows	2.11
2	file	7	12	Face	2.12
2	item	7	12	A large face is a sign of good fortune.                       	2.12.1	1
2	item	7	12	Freckles are caused by angel kisses.                       	2.12.2	2
2	item	7	12	Dimples caused by god pinching cheeks or                          poking the chin	2.12.3	1
2	item	7	12	Going from warm place to cold without                          covering mouth may cause mouth to move to the side of face	2.12.4	1
2	item	7	12	Dimple in cheek, you are gentle and meek;                          Dimple in chin, you have the devil within	2.12.5	1
2	file	7	13	Feet	2.13
2	item	7	13	Narrow feet and ankles, you come from                          aristocracy. Wide feet and ankles, peasant ancestry	2.13.1	1
2	file	7	14	Fingers, Fingernails	2.14
2	item	7	14	Cutting nails on various days of the week                          will have different results	2.14.1	1
2	item	7	14	Biting nails stunts finger growth	2.14.2	1
2	file	7	15	Gender	2.15
2	item	7	15	If you can kiss your elbow, you will change                          gender	2.15.1	2
2	file	7	16	Hair	2.16
2	item	7	16	Child born with two cowlicks will eat bread                          in two lands	2.16.1	1
2	item	7	16	If person cuts hair during rain, it will not                          grow again	2.16.2	1
2	item	7	16	To keep hair from graying, rinse in quaking                          aspen tea	2.16.3	1
2	item	7	16	Bald on the back, you're a thinker. Bald on                          the front, you're a lover, if you're bald in both places, you think you're a                          lover	2.16.4	1
2	item	7	16	A tragedy can turn hair grey or make it fall out just over night.  	2.16.5	1
2	item	7	16	For long glossy hair shampoo with grandma's lye soap	2.16.6	1
2	item	7	16	Raw egg whites applied to your hair will make it curly, and will also help strengthen it	2.16.7	1
2	file	7	17	Hands	2.17
2	item	7	17	If you slap an elder, your hand will fall                          off	2.17.1	1
2	item	7	17	Using left hand will cause IQ to lower.                       	2.17.2	1
2	item	7	17	Sucking thumb will cause thumb to fall off.                       	2.17.3	2
2	item	7	17	Masturbation causes hair to grow on palm of                          hand	2.17.4	1
2	item	7	17	A lump in the back of your hand/wrist can only be rid of by slamming a Bible on it	2.17.5	1
2	file	7	18	Head	2.18
2	file	7	19	Height	2.19
2	item	7	19	How tall a child will become as an adult can                          be determined by multiplying his/her present height by two	2.19.1	2
2	item	7	19	Putting a corn basket on your head will stunt                          your growth	2.19.2	2
2	item	7	19	Walking on top of a kid while they are laying down stunts their growth unless you walk back over them	2.19.3	1
2	file	7	20	Knees	2.20
2	file	7	21	Knuckles	2.21
2	file	7	22	Legs	2.22
2	item	7	22	Severed leg is buried to ensure whole-body                          resurrection	2.22.1	1
2	item	7	22	Masturbation makes one leg shorter than the                          other	2.22.2	1
2	item	7	22	Crossing legs causes varicose veins.                       	2.22.3	1
2	file	7	23	Mouth	2.23
2	item	7	23	Drinking something hot, then going out into                          cold air may make mouth become crooked	2.23.1	1
2	file	7	24	Neck	2.24
2	file	7	25	Nose	2.25
2	item	7	25	A large, well-shaped nose means a man is                          noble, generous and friendly	2.25.1	1
2	item	7	25	If you have a split on the bone of your nose,                          you don't have any Negro blood in you	2.25.2	1
2	file	7	26	Physique	2.26
2	file	7	27	Shoulders	2.27
2	file	7	28	Skin	2.28
2	file	7	29	Stomach	2.29
2	item	7	29	Belly button is caused by being shot by an                          Indian as a child	2.29.1	1
2	item	7	29	Place a silver dollar on navel to avoid a                          hernia	2.29.2	1
2	item	7	29	Belly buttons are caused by God putting his                          finger in the baby's stomach and saying "you're done."	2.29.3	1
2	file	7	30	Teeth	2.30
2	file	7	30	Losing Teeth	2.30.1
2	item	7	30	If you lose a tooth and don't put your                             tongue in the hole, you'll get a gold tooth	2.30.1.1	1
2	item	7	30	If you wiggle a loose tooth with your                             tongue, new tooth will come in crooked	2.30.1.2	1
2	item	7	30	If top tooth falls out, throw it on the                             ground; if bottom tooth, throw it on the roof of the house to ensure new                             tooth grown right. (Vietnamese) 	2.30.1.3	1
2	item	7	30	If you lose a tooth and put your tongue in                             the hole, a dog's tooth will grow there	2.30.1.4	1
2	item	7	30	Showing teeth in a photo makes one look like                          an animal	2.30.2	1
2	file	7	31	Toes and Toenails	2.31
2	item	7	31	If second toe is longer than big toe, person                          has dominant personality	2.31.1	1
2	item	7	31	Walking barfoot causes toes to grow unevenly.                       	2.31.2	1
2	file	7	32	Weight	2.32
2	item	7	32	To lose weight, bury a dirty dishrag in sand.                       	2.32.1	1
2	item	7	32	Skinny women are wicked; fat women are happy                          and kind. (Nigerian)	2.32.2	1
2	item	7	32	Birth control causes you to gain weight.                       	2.32.3	1
2	item	7	32	To lose weight fast drink lots of water.                       	2.32.4	1
2	file	7	33	Wrists	2.33
2	file	7	34	Anxiety	3.1
2	file	7	35	Depression	3.2
2	file	7	36	Fear, Fright	3.3
2	item	7	36	Eating sugar cures fright	3.3.1	2
2	item	7	36	Watching a raw egg swirl in a glass of water                          cures a child of fright	3.3.2	2
2	item	7	36	Childhood fears	3.3.3	21
2	item	7	36	Fear of someone grabbing your feet or ankles from under the chair	3.3.4	1
2	file	7	37	Forgetfulness	3.4
2	file	7	38	Grief	3.5
2	item	7	38	To ease grief crumble sagebrush into                          bathwater after bathing rub entire body with sage	3.5.1	1
2	file	7	39	Homesickness	3.6
2	file	7	40	Lunacy	3.7
2	item	7	40	After having a baby, a woman should not wash                          her hair for forty days or she will go crazy	3.7.1	1
2	item	7	40	Sleep outside and moon shines on head, will                          go crazy	3.7.2	1
2	item	7	40	Young man may become insane if he masturbates	3.7.3	1
2	file	7	41	Nervousness	3.8
2	item	7	41	Red clover tea aids nerves	3.8.1	1
2	item	7	41	Chickweed tea aids nerves	3.8.2	1
2	item	7	41	Yarrow aids nerves	3.8.3	1
2	item	7	41	Brigham Tea aids nerves	3.8.4	1
2	item	7	41	Glycerine was given to people that had a                          nervous condition	3.8.5	1
2	item	7	41	Smell or inhale steam from boiled or steeped                          tea for nervousness	3.8.6	1
2	item	7	41	Use an herb nervine for nerves	3.8.7	1
2	file	7	42	Intelligence	3.9
2	item	7	42	When a child is patted on head he should pat                          himself on the chin to avoid letting intelligence fall out	3.9.1	1
2	file	7	43	Miscellaneous	3.0
2	item	7	43	Use whiskey as a tranquilizer	3.0.1	1
2	item	7	43	The Saturday before finals go out to a very fine restaurant to help relieve stress.  	3.0.2	1
2	file	7	44	Signs and Portents of Sickness or Ailments	4.1
2	item	7	44	Stepping on a crack or line, breaks someone's                          back or spine	4.1.1	31
2	item	7	44	Hearing an owl hoot at midnight signifies a                          serious illness in one's family or death	4.1.2	1
2	item	7	44	Playing with fire and you'll wet the bed.                       	4.1.3	4
2	item	7	44	Sitting too close to the TV can cause                          blindness	4.1.4	1
2	item	7	44	Picking nose and eating it causes worms in                          stomach	4.1.5	1
2	item	7	44	If you're touched on the chin and don't touch                          your nose, you're pregnant	4.1.6	1
2	item	7	44	Kissing family good night protects them from                          sickness and fire	4.1.7	1
2	item	7	44	Picking dandelions will cause person to wet                          the bed	4.1.8	1
2	item	7	44	If you hit a skunk and can't smell it, you                          will soon catch cold	4.1.9	1
2	item	7	44	When one pulls a hangnail, he will get                          measles	4.1.10	1
2	item	7	44	If the father of the house doesn't touch the                          children as they leave, they will fall ill	4.1.11	1
2	item	7	44	Going to sleep with wet hair and you will wake up blind	4.1.12	1
2	item	7	44	If the crown of your head gets wet in a rain storm then you will get                           very sick for a long time	4.1.13	1
2	item	7	44	If knife is dropped then a male patient will come in soon; if fork,                           a woman patient; if spoon, a child (hospital belief)	4.1.14	1
2	item	7	44	If spanked by a spatula then person will turn into a monkey	4.1.15	1
2	file	7	45	Ears	5.1
2	item	7	45	Ringing in ears means one will hear something                          one shouldn't	5.1.1	1
2	item	7	45	When your ears itch or burn or ring, someone                          is talking about you	5.1.2	17
2	item	7	45	When your ears itch, someone is thinking of                          you	5.1.3	3
2	file	7	46	Eyes	5.2
2	item	7	46	Twitching of upper eyelid means one will see                          something good; twitching of lower lid means one will cry	5.2.1	1
2	item	7	46	A twitching eyelid means rain or sad news.                       	5.2.2	1
2	item	7	46	Peeing in the road causes a sty	5.2.3	9
2	item	7	46	Throbbing eye is bad luck	5.2.4	1
2	item	7	46	If sneeze is held in then you will lose your eyes.  	5.2.5	1
2	file	7	47	Fingers, Fingernails	5.3
2	item	7	47	White marks on fingernails mean a lie has                          been told	5.3.1	3
2	item	7	47	Biting fingernails causes balls to grow on                          finger tips	5.3.2	1
2	item	7	47	Cutting fingernails on different days of the                          week will tell the person's fortune; lists which fortune lies on which                       day	5.3.3	2
2	item	7	47	If your fingers itch you will shake hands with a wealthy stranger	5.3.4	2
2	file	7	48	Foot, Feet	5.4
2	item	7	48	An itching foot means company will come.                       	5.4.1	1
2	item	7	48	Having the second toe longer than the big toe                          means that the person having such a foot will dominate or have intelligence.                          (Picture included) 	5.4.2	3
2	item	7	48	Itching foot means you'll travel.                       	5.4.3	5
2	item	7	48	get new shoes,                          someone you know will die soon, or travel	5.4.4	1
2	item	7	48	If your shoe is untied then someone is thinking about you	5.4.5	1
2	file	7	49	Hands, Palms	5.5
2	item	7	49	Left palm itching means one will shake hands                          with a fool; right hand means money	5.5.1	1
2	item	7	49	If a hand or palm itches, you will receive or                          give money	5.5.2	27
2	item	7	49	Cold hands mean a warm heart	5.5.3	2
2	item	7	49	If right hand itches you will get money that day; if left hand, then                           somebody is thinking not good thoughts about you	5.5.4	2
2	file	7	50	Nose	5.6
2	item	7	50	Number of successive sneezes holds meaning.                       	5.6.1	3
2	item	7	50	If your nose itches or sneezes someone is                          talking about you	5.6.2	30
2	item	7	50	A nose itch means someone is about to upset                          you	5.6.3	1
2	item	7	50	A nose itch means someone is coming to see                          you or is thinking about you	5.6.4	15
2	item	7	50	When your nose itches, you will kiss a fool.                       	5.6.5	7
2	item	7	50	A nose itch is a sign you will have a fight.                       	5.6.6	3
2	item	7	50	If you wipe your nose up, you are more likely                          to drown	5.6.7	1
2	item	7	50	If your nose itches, you will be kissed,                          cussed, vexed, or shake hands with a fool	5.6.8	1
2	item	7	50	A child sneezing means he accepts his name.                       	5.6.9	1
2	item	7	50	Someone sneezing is criticizing someone else.                       	5.6.10	1
2	item	7	50	A person who sneezes has not showered.                       	5.6.11	1
2	item	7	50	If your nose itches, someone's coming with a hole in their britches.                       	5.6.12	2
2	file	7	51	Teeth	5.7
2	item	7	51	Grinding teeth means you have worms.                       	5.7.1	1
2	file	7	52	Miscellaneous	5.0
2	item	7	52	Moles on the neck is a sign of wealth.                       	5.0.1	2
2	item	7	52	When a part of your body itches, someone is                          talking about that part of you	5.0.2	2
2	item	7	52	If you bite your tongue, someone's thinking                          about you	5.0.3	1
2	item	7	52	If navel itches, person will be invited to a                          feast	5.0.4	1
2	item	7	52	If a buttercup or dandelion held or rubbed                          under chin reflects yellow, then the person likes butter	5.0.5	5
2	item	7	52	If all of a sudden you get a chill and shake, this means that someone                           is walking on your grave	5.0.6	2
2	item	7	52	Which ever pocket a male places his wallet in, is the opposite direction                          his penis hangs.  	5.0.7	1
2	item	7	52	Spontaneous Combustion has something to do with consumption of large                           amounts of alcohol in the body	5.0.8	1
2	item	7	52	If tongue is stuck out at someone then a fly will come land on it.  	5.0.9	1
2	item	7	52	"When I knit, I knit and when I masturbate, I masturbate."  	5.0.10	1
2	file	8	1	Longevity	6.1
2	item	8	1	Carrying an acorn insures a long life.                       	6.1.1	1
2	file	8	2	Ears	6.2
2	item	8	2	Radishes grow out of unwashed ears.                       	6.2.1	1
2	file	8	3	Eyes	6.3
2	item	8	3	Cross eyes and they will stay that way.                       	6.3.1	4
2	item	8	3	Use rhubarb for good eyes and general health.                       	6.3.2	1
2	item	8	3	Fresh cucumber slices placed on eyelids relax                          and refresh the eyes	6.3.3	2
2	item	8	3	Eating carrots will improve one's eyesight.                       	6.3.4	1
2	item	8	3	Peeing in the road causes a sty in the eye.                       	6.3.5	1
2	item	8	3	Sneezing with eyes open will cause eyes to                          pop out	6.3.6	1
2	item	8	3	Wronging a pregnant woman will cause you an eye sore (sty)	6.3.7	1
2	file	8	4	Eyebrows and Lashes	6.4
2	item	8	4	Pluck eyebrows after taking hot shower.                       	6.4.1	1
2	item	8	4	Eat eyelashes, so they will grow back.                       	6.4.2	1
2	file	8	5	Face, Facial Beauty, Ugliness, Complexion	6.5
2	item	8	5	Wash face with rain water to fade freckles.                       	6.5.1	1
2	item	8	5	Washing one's face in May Day dew assures                          beauty	6.5.2	1
2	item	8	5	If the wind changes while one is making an                          ugly face, the face will stay that way	6.5.3	2
2	item	8	5	Liquid diets clear up acne	6.5.4	1
2	item	8	5	Use buttermilk with cornmeal as a facial                          mask	6.5.5	1
2	item	8	5	Use buttermilk as a facial cleanser.                       	6.5.6	1
2	item	8	5	Use rolled oats and honey for a healthy                          complexion	6.5.7	1
2	item	8	5	Use sheep tallow on face to keep skin moist.                       	6.5.8	1
2	item	8	5	Use bread and milk to help complexion.                       	6.5.9	1
2	item	8	5	Ingesting yeast clears up acne	6.5.10	1
2	item	8	5	Use egg whites as a face pack	6.5.11	3
2	item	8	5	Use lemon juice to fade freckles.                       	6.5.12	5
2	item	8	5	Use Crest toothpaste on acne for better                          complexion	6.5.13	1
2	item	8	5	Use rice powder for face powder; wet red                          flannel can be used to color the lips and cheeks	6.5.14	1
2	item	8	5	Use fresh cow manure on face to fade                          freckles	6.5.15	1
2	file	8	5	Pulling Faces	6.5.16
2	item	8	5	If one makes a face too long, it will stay                             that way	6.5.16.1	3
2	item	8	5	If someone hits a person on the back of                             the head while he is making faces, it will stay that way	6.5.16.2	3
2	item	8	5	If one pulls a face and sticks out tongue,                             it will stay that way	6.5.16.3	1
2	item	8	5	Squinting nose causes freckles.                          	6.5.16.4	1
2	item	8	5	Olive oil and salt clear up acne.                       	6.5.17	1
2	item	8	5	Sulphur and cream remedy for blackheads.                       	6.5.18	1
2	item	8	5	Rub lemon on face for happy glow.                       	6.5.19	1
2	item	8	5	Soap and water make face age faster.                       	6.5.20	1
2	item	8	5	Apply makeup by making upward strokes to keep                          wrinkles to a minimum	6.5.21	1
2	item	8	5	Steam face, then splash on cold water, for                          best complexion	6.5.22	1
2	item	8	5	Blemishes are caused because of unclean sex                          functions	6.5.23	1
2	item	8	5	To reduce freckles, wash in first snow then                          step over stone 3 times	6.5.24	1
2	item	8	5	Eat raw carrots for a clear complexion.                       	6.5.25	1
2	item	8	5	Acne is caused by masturbation	6.5.26	1
2	file	8	6	Fingers, Fingernails	6.6
2	item	8	6	A nail broken toward the base of the finger                          will grow back into the finger	6.6.1	1
2	item	8	6	Biting fingernails can cause death from                          choking	6.6.2	1
2	item	8	6	Eating Jell-O makes fingernails grow stronger                          and faster	6.6.3	2
2	item	8	6	Biting your nails will form a big ball in your stomach	6.6.4	1
2	file	8	7	Hair, Beard, Mustache, Other Body Hair	6.7
2	item	8	6	For curly hair, wash child's hair in toilet                          water	6.7.1	1
2	item	8	6	Use mayonnaise on hair for body and sheen.                       	6.7.2	1
2	item	8	6	Sticking hair under running cow's urine gives                          hair a red sheen	6.7.3	1
2	item	8	6	Egg protein is good for hair	6.7.4	1
2	item	8	6	Lemon juice or vinegar in water for a hair                          rinse	6.7.5	2
2	item	8	6	Use stale beer on hair	6.7.6	1
2	item	8	6	Brush hair many strokes a day for healthy                          hair	6.7.7	1
2	item	8	6	Hair will grow to the ground if one washes                          hair under cactus and stays there all night	6.7.8	1
2	item	8	6	Taking caster oil is good for hair.                       	6.7.9	1
2	item	8	6	Burnt toast will make your hair curl.                       	6.7.10	5
2	item	8	6	Use silage to grow hair on the chest.                       	6.7.11	1
2	item	8	6	Rinse hair in very cold water	6.7.12	1
2	item	8	6	Hair should be cut during specific phases of                          the moon	6.7.13	6
2	item	8	6	Use sage tea in hair care	6.7.14	5
2	item	8	6	Eating carrots will give you curly hair.                       	6.7.15	1
2	item	8	6	Ingesting calcium helps hair growth.                       	6.7.16	1
